user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG740	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	80.57	0.19	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	59.09	11	0.919144697967	N/A
MAG606	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	81.07	0.23	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.67	11	0.918680016669	N/A
MAG056	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.36	0.14	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.19	11	0.909169411455	N/A
MAG671	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.52	0.11	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.7	11	0.907220861297	N/A
MAG209	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.76	0.11	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.6	11	0.907149975465	N/A
MAG248	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	47.9	11	0.906822536085	N/A
MAG020	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.51	0.07	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.29	11	0.903793283876	N/A
MAG673	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.55	0.11	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.54	11	0.903266915843	N/A
MAG002	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.03	0.09	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.51	11	0.902697001244	N/A
MAG552	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	76.53	0.09	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.31	11	0.902656780419	N/A
MAG703	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	N/A	N/A	N/A	N/A	N/A	GCA_002737405.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	79.07	0.06	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.36	11	0.902082507976	N/A
MAG519	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	55.63	11	0.868795649114	N/A
MAG283	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Fuerstia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	85.97	11	0.886579478089	N/A
MAG537	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Fuerstia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.91	11	0.884787887946	N/A
MAG158	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__	N/A	N/A	N/A	N/A	N/A	GCF_000255655.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__Schlesneria paludicola	76.6	0.09	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.19	11	0.939135286827	N/A
MAG034	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__	N/A	N/A	N/A	N/A	N/A	GCF_000255655.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__Schlesneria paludicola	76.21	0.06	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.51	11	0.869133473745	N/A
MAG642	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.91	11	0.841688900516	N/A
MAG202	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__	N/A	N/A	N/A	N/A	N/A	GCA_002303765.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp002303765	93.72	0.84	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.32	11	0.9879823341	N/A
MAG483	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__	N/A	N/A	N/A	N/A	N/A	GCA_002303765.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp002303765	93.05	0.89	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.6	11	0.984819805639	N/A
MAG449	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__	N/A	N/A	N/A	N/A	N/A	GCA_002303765.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp002303765	88.81	0.81	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.1	11	0.980589048653	N/A
MAG273	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	79.07	11	0.742256977652	N/A
MAG190	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.85	11	0.724082625603	N/A
MAG593	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA966;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Placement	taxonomic novelty determined using RED	N/A	70.67	11	0.981581311525	Genome has more than 10.8% of markers with multiple hits
MAG649	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.35	11	0.843343433213	N/A
MAG736	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Placement	taxonomic novelty determined using RED	N/A	88.15	11	0.842329812687	N/A
MAG418	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.33	11	0.839102499228	N/A
MAG199	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Placement	taxonomic novelty determined using RED	N/A	80.89	11	0.830308569511	N/A
MAG279	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA2402;s__	N/A	N/A	N/A	N/A	N/A	GCA_002343715.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA2402;s__UBA2402 sp002343715	77.54	0.24	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Placement	taxonomic novelty determined using RED	N/A	90.5	11	0.91718293938	N/A
MAG069	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.12	11	0.621359039773	Genome has more than 10.0% of markers with multiple hits
MAG289	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	80.04	11	0.614028421712	N/A
MAG220	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003485185.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185	76.79	0.14	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.3	11	0.846384547908	N/A
MAG724	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	59.01	11	0.839112508924	N/A
MAG667	d__Bacteria;p__Planctomycetota;c__SZUA-567;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.98	11	0.447913929649	N/A
MAG623	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002307245.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__UBA1306;s__UBA1306 sp002307245	76.77	0.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__	Placement	taxonomic novelty determined using RED	N/A	77.58	11	0.820555958016	N/A
MAG415	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002307245.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__UBA1306;s__UBA1306 sp002307245	77.26	0.14	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__	Placement	taxonomic novelty determined using RED	N/A	60.44	11	0.813023025341	N/A
MAG137	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.81	11	0.668661592295	N/A
MAG296	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7332;g__UBA7332;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.74	11	0.881726845183	N/A
MAG054	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Placement	taxonomic classification fully defined by topology	GCF_000183135.1, s__Paludibacter propionicigenes, 95.0, 78.06, 0.19; GCA_002427885.1, s__Paludibacter sp002427885, 95.0, 77.93, 0.17; GCA_002427615.1, s__Paludibacter sp002427615, 95.0, 77.77, 0.18; GCA_003250325.1, s__Paludibacter sp003250325, 95.0, 77.51, 0.18; GCA_001873635.1, s__Paludibacter sp001873635, 95.0, 77.13, 0.11; GCA_001898935.1, s__Paludibacter sp001898935, 95.0, 76.0, 0.05	92.22	11	0.951113369596	N/A
MAG531	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Placement	taxonomic classification fully defined by topology	GCF_000183135.1, s__Paludibacter propionicigenes, 95.0, 78.3, 0.2; GCA_003250325.1, s__Paludibacter sp003250325, 95.0, 77.72, 0.17; GCA_002427885.1, s__Paludibacter sp002427885, 95.0, 77.65, 0.16; GCA_002427615.1, s__Paludibacter sp002427615, 95.0, 77.37, 0.18; GCA_001873635.1, s__Paludibacter sp001873635, 95.0, 77.24, 0.12; GCA_001898935.1, s__Paludibacter sp001898935, 95.0, 77.0, 0.06	95.73	11	0.950279756453	N/A
MAG458	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Placement	taxonomic classification fully defined by topology	GCF_000183135.1, s__Paludibacter propionicigenes, 95.0, 78.35, 0.2; GCA_002427885.1, s__Paludibacter sp002427885, 95.0, 78.16, 0.17; GCA_002427615.1, s__Paludibacter sp002427615, 95.0, 77.72, 0.19; GCA_003250325.1, s__Paludibacter sp003250325, 95.0, 77.64, 0.18; GCA_001873635.1, s__Paludibacter sp001873635, 95.0, 77.36, 0.12; GCA_001898935.1, s__Paludibacter sp001898935, 95.0, 76.63, 0.05	95.26	11	0.950150950801	N/A
MAG132	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Placement	taxonomic classification fully defined by topology	GCA_002427885.1, s__Paludibacter sp002427885, 95.0, 77.62, 0.15; GCF_000183135.1, s__Paludibacter propionicigenes, 95.0, 77.34, 0.15; GCA_003250325.1, s__Paludibacter sp003250325, 95.0, 76.95, 0.13; GCA_002427615.1, s__Paludibacter sp002427615, 95.0, 76.77, 0.13; GCA_001873635.1, s__Paludibacter sp001873635, 95.0, 76.38, 0.1	87.28	11	0.948052364055	N/A
MAG350	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000183135.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter propionicigenes	77.67	0.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	Placement	taxonomic classification fully defined by topology	GCA_002427885.1, s__Paludibacter sp002427885, 95.0, 78.0, 0.16; GCA_002427615.1, s__Paludibacter sp002427615, 95.0, 77.21, 0.09; GCA_003250325.1, s__Paludibacter sp003250325, 95.0, 77.17, 0.09	60.58	11	0.957563131937	N/A
MAG109	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__	N/A	N/A	N/A	N/A	N/A	GCA_003457135.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__UBA6024 sp003457135	78.34	0.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__	Placement	taxonomic classification fully defined by topology	GCA_002429385.1, s__UBA6024 sp002429385, 95.0, 78.19, 0.3; GCA_003537645.1, s__UBA6024 sp003537645, 95.0, 78.04, 0.27	91.23	11	0.971765798983	N/A
MAG660	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	97.4	11	0.863330457096	N/A
MAG718	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.63	11	0.862972897703	N/A
MAG398	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.19	11	0.860794098654	N/A
MAG236	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.7	11	0.860357118968	N/A
MAG493	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	96.09	11	0.85805559891	N/A
MAG365	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.54	11	0.852758671722	Genome has more than 10.0% of markers with multiple hits
MAG075	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Placement	taxonomic classification fully defined by topology	GCA_003141715.1, s__LD21 sp003141715, 95.0, 79.2, 0.48; GCA_003141415.1, s__LD21 sp003141415, 95.0, 79.16, 0.48; GCA_003141525.1, s__LD21 sp003141525, 95.0, 78.8, 0.46; GCA_003141495.1, s__LD21 sp003141495, 95.0, 78.46, 0.39; GCA_003162595.1, s__LD21 sp003162595, 95.0, 78.39, 0.38; GCA_003141895.1, s__LD21 sp003141895, 95.0, 77.94, 0.31; GCA_003157015.1, s__LD21 sp003157015, 95.0, 77.91, 0.35; GCA_002319885.1, s__LD21 sp002319885, 95.0, 77.75, 0.32; GCA_003157075.1, s__LD21 sp003157075, 95.0, 77.55, 0.28; GCA_003142255.1, s__LD21 sp003142255, 95.0, 77.35, 0.17; GCA_001768195.1, s__LD21 sp001768195, 95.0, 77.21, 0.22; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.91, 0.1; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.9, 0.16; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.73, 0.13; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.53, 0.12; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.5, 0.09; GCA_003155705.1, s__LD21 sp003155705, 95.0, 76.49, 0.15; GCA_002424525.1, s__LD21 sp002424525, 95.0, 75.97, 0.09	93.67	11	0.94217118377	N/A
MAG747	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	Placement	taxonomic classification fully defined by topology	GCA_003141525.1, s__LD21 sp003141525, 95.0, 78.16, 0.28; GCA_003141715.1, s__LD21 sp003141715, 95.0, 78.15, 0.33; GCA_003141415.1, s__LD21 sp003141415, 95.0, 77.98, 0.29; GCA_003141495.1, s__LD21 sp003141495, 95.0, 77.96, 0.29; GCA_003157015.1, s__LD21 sp003157015, 95.0, 77.83, 0.22; GCA_003162595.1, s__LD21 sp003162595, 95.0, 77.78, 0.25; GCA_003141895.1, s__LD21 sp003141895, 95.0, 77.54, 0.22; GCA_002319885.1, s__LD21 sp002319885, 95.0, 77.45, 0.2; GCA_001768195.1, s__LD21 sp001768195, 95.0, 77.16, 0.15; GCA_003157075.1, s__LD21 sp003157075, 95.0, 77.02, 0.18; GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.72, 0.1; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.49, 0.14; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.49, 0.1; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.42, 0.09; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.36, 0.11; GCA_003155705.1, s__LD21 sp003155705, 95.0, 76.24, 0.13; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.14, 0.05; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.11, 0.08	97.94	11	0.941618160892	N/A
